p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
61.0,39.0,Tommy Haas,$1.423,Roger Federer,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Roger Federer,false,9.0,cluster_1,1.67,13
60.0,22.0,Philipp Kohlschreiber,$1.228,Roger Federer,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Roger Federer,false,13.0,cluster_0,0.43,2
70.0,21.0,Kevin Anderson,$1.930,Tommy Haas,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Tommy Haas,false,40.0,cluster_0,0.16,2
69.0,35.0,Tomas Berdych,$1.428,Tomas Berdych,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,Andy Murray,false,69.0,cluster_3,0.63,16
48.0,32.0,Mikhail Youzhny,$1.215,Andy Murray,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Andy Murray,false,73.0,cluster_4,1.87,18
72.0,19.0,John Isner,$1.234,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,F,Rafael Nadal,false,43.0,cluster_0,0.79,3
61.0,28.0,Tomas Berdych,$1.343,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,S,Rafael Nadal,false,44.0,cluster_0,1.4,6
65.0,29.0,Roger Federer,$1.318,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,Q,Rafael Nadal,false,45.0,cluster_2,2.23,11
60.0,35.0,Grigor Dimitrov,$1.168,Rafael Nadal,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Rafael Nadal,false,47.0,cluster_2,0.99,5
70.0,35.0,Feliciano Lopez,$1.429,Feliciano Lopez,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Kei Nishikori,false,9.0,cluster_0,1.86,12
74.0,34.0,John Isner,$2.289,John Isner,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Milos Raonic,false,1.0,cluster_3,0.12,2
58.0,37.0,Stan Wawrinka,$3.178,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Tommy Robredo,false,37.0,cluster_0,0.58,8
78.0,43.0,Stan Wawrinka,$3.219,Stan Wawrinka,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Andreas Seppi,false,39.0,cluster_3,-0.16,1
62.0,41.0,Tommy Robredo,$1.424,Tommy Robredo,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Stan Wawrinka,false,18.0,cluster_1,-0.04,12
56.0,21.0,Andreas Seppi,$1.416,Stan Wawrinka,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Stan Wawrinka,false,19.0,cluster_0,0.44,7
65.0,26.0,Ernests Gulbis,$2.494,Mikhail Youzhny,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Mikhail Youzhny,false,35.0,cluster_3,-0.05,1
77.0,40.0,Roger Federer,$4.940,Roger Federer,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Philipp Kohlschreiber,false,18.0,cluster_2,-0.06,1
60.0,36.0,Juan Martin Del Potro,$4.879,Juan Martin Del Potro,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R16,Feliciano Lopez,false,17.0,cluster_2,0,0
61.0,34.0,Jeremy Chardy,$1.806,Feliciano Lopez,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R32,Feliciano Lopez,false,19.0,cluster_0,-0.34,21
71,38,Rafael Nadal,$3.668,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,Tomas Berdych,FALSE,53,cluster_4,-0.16,11
64,30,Andy Murray,$3.156,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,Q,Tomas Berdych,FALSE,54,cluster_1,0.39,15
51,28,Tommy Robredo,$1.224,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,Tomas Berdych,FALSE,55,cluster_0,-0.06,9
80.0,27.0,Rafael Nadal,$4.835,Rafael Nadal,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,F,John Isner,false,36.0,cluster_1,0,0
66.0,32.0,Juan Martin Del Potro,$2.962,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,S,John Isner,false,37.0,cluster_3,-0.5,5
67.0,24.0,Novak Djokovic,$7.668,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,Q,John Isner,false,38.0,cluster_0,-0.07,1
65.0,25.0,Milos Raonic,$1.724,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,John Isner,false,39.0,cluster_0,-0.11,2
67.0,25.0,Richard Gasquet,$2.057,John Isner,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R32,John Isner,false,40.0,cluster_0,0,0
62.0,30.0,Tommy Robredo,$1.611,Gael Monfils,Aug 18 2013,Winston-Salem,R16,Gael Monfils,false,33.0,cluster_3,-0.71,17
55.0,47.0,Fabio Fognini,$2.662,Fabio Fognini,Aug 18 2013,Umag,S,Gael Monfils,false,35.0,cluster_2,1.84,10
72.0,48.0,Tomas Berdych,$4.996,Tomas Berdych,Aug 18 2013,ATP World Tour Masters 1000 Cincinnati,R16,Tommy Robredo,false,36.0,cluster_3,0.47,15
73.0,38.0,Gael Monfils,$2.337,Gael Monfils,Aug 18 2013,Winston-Salem,Q,Fernando Verdasco,false,31.0,cluster_3,-0.12,4
61.0,43.0,Gael Monfils,$2.519,Gael Monfils,Aug 18 2013,Winston-Salem,S,Alexandr Dolgopolov,false,10.0,cluster_3,-0.05,12
67,37,Grigor Dimitrov,$1.860,Grigor Dimitrov,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,Nicolas Almagro,FALSE,72,cluster_3,-0.17,2
78,29,Tommy Haas,$2.004,Tommy Haas,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R64,Kevin Anderson,FALSE,62,cluster_3,0.21,3
67,39,Stan Wawrinka,$1.373,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,Tomas Berdych,FALSE,49,cluster_4,0.47,12
63.0,41.0,Lleyton Hewitt,$1.114,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,Juan Martin del Potro,false,61.0,cluster_1,-0.23,9
62.0,45.0,Rafael Nadal,$2.236,Rafael Nadal,Aug 26 2013,US Open Slam,Final,Novak Djokovic,false,22.0,cluster_4,0.84,15
60.0,36.0,Stan Wawrinka,$1.220,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,Novak Djokovic,false,23.0,cluster_4,0,0
53.0,34.0,Mikhail Youzhny,$1.040,Novak Djokovic,Aug 26 2013,US Open Slam,Quarter Final,Novak Djokovic,false,26.0,cluster_1,1.1,7
62.0,37.0,Tommy Robredo,$1.052,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,Roger Federer,false,2.0,cluster_1,0.23,4
62.0,40.0,Richard Gasquet,$1.421,Richard Gasquet,Aug 26 2013,US Open Slam,Quarter Final,David Ferrer,false,33.0,cluster_1,0.1,1
52.0,35.0,Roberto Bautista Agut,$1.177,David Ferrer,Aug 26 2013,US Open Slam,Round of 64,David Ferrer,false,37.0,cluster_3,0.94,11
60.0,38.0,David Ferrer,$3.194,Richard Gasquet,Aug 26 2013,US Open Slam,Quarter Final,Richard Gasquet,false,36.0,cluster_2,-0.06,1
65.0,38.0,Milos Raonic,$2.197,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,Richard Gasquet,false,37.0,cluster_2,0.17,3
74.0,32.0,John Isner,$1.884,John Isner,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R32,Richard Gasquet,false,41.0,cluster_3,0.14,4
61.0,38.0,Roger Federer,$3.184,Roger Federer,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R16,Tommy Haas,false,38.0,cluster_2,-0.5,5
58.0,42.0,Mikhail Youzhny,$2.567,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,Lleyton Hewitt,false,23.0,cluster_4,0.7,7
59.0,37.0,Juan Martin del Potro,$8.377,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,Lleyton Hewitt,false,25.0,cluster_1,0.25,7
72.0,26.0,Philipp Kohlschreiber,$1.353,Philipp Kohlschreiber,Aug 26 2013,US Open Slam,Round of 32,John Isner,false,34.0,cluster_0,-0.08,3
69.0,28.0,Gael Monfils,$1.424,John Isner,Aug 26 2013,US Open Slam,Round of 64,John Isner,false,35.0,cluster_0,0.03,4
56.0,38.0,Alexandr Dolgopolov,$1.613,Gael Monfils,Aug 26 2013,Winston-Salem,S,Gael Monfils,false,31.0,cluster_0,0.18,6
61.0,26.0,Fernando Verdasco,$1.698,Gael Monfils,Aug 26 2013,Winston-Salem,Q,Gael Monfils,false,32.0,cluster_3,0.05,6
75.0,46.0,Stan Wawrinka,$1.290,Stan Wawrinka,Aug 26 2013,US Open Slam,Quarter Final,Andy Murray,false,62.0,cluster_3,1.11,15
55.0,38.0,Novak Djokovic,$1.755,Rafael Nadal,Aug 26 2013,US Open Slam,Final,Rafael Nadal,false,30.0,cluster_2,1.93,20
62.0,29.0,Richard Gasquet,$1.070,Rafael Nadal,Aug 26 2013,US Open Slam,Semi Final,Rafael Nadal,false,32.0,cluster_2,0,0
44.0,24.0,Tommy Robredo,$1.052,Rafael Nadal,Aug 26 2013,US Open Slam,Quarter Final,Rafael Nadal,false,33.0,cluster_4,0.21,1
60.0,26.0,Philipp Kohlschreiber,$1.055,Rafael Nadal,Aug 26 2013,US Open Slam,Round of 16,Rafael Nadal,false,34.0,cluster_0,0,0
62.0,35.0,Richard Gasquet,$1.780,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,Milos Raonic,false,80.0,cluster_0,0,0
63.0,25.0,Feliciano Lopez,$1.437,Milos Raonic,Aug 26 2013,US Open Slam,Round of 32,Milos Raonic,false,81.0,cluster_0,0.5,5
63.0,38.0,Roger Federer,$15.130,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,Tommy Robredo,false,30.0,cluster_0,-0.07,3
69.0,37.0,Gael Monfils,$2.523,Gael Monfils,Aug 26 2013,Winston-Salem,R16,Tommy Robredo,false,34.0,cluster_4,0.44,15
54.0,25.0,Andy Murray,$4.080,Stan Wawrinka,Aug 26 2013,US Open Slam,Quarter Final,Stan Wawrinka,false,8.0,cluster_4,1.25,7
61.0,33.0,Tomas Berdych,$3.467,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,Stan Wawrinka,false,9.0,cluster_2,-0.59,9
64.0,40.0,Novak Djokovic,$5.170,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,Stan Wawrinka,false,69.0,cluster_1,0.3,3
58.0,42.0,Lleyton Hewitt,$1.594,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,Mikhail Youzhny,false,30.0,cluster_4,-0.97,14
57.0,36.0,Tommy Haas,$2.762,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 32,Mikhail Youzhny,false,31.0,cluster_1,0.23,31
53.0,35.0,Alexandr Dolgopolov,$1.646,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 64,Mikhail Youzhny,false,32.0,cluster_1,-0.06,3
67.0,51.0,Andy Murray,$5.147,Andy Murray,Aug 26 2013,ATP World Tour Masters 1000 Cincinnati,R32,Mikhail Youzhny,false,34.0,cluster_2,-1.08,8
65.0,48.0,David Ferrer,$5.965,David Ferrer,Aug 26 2013,US Open Slam,Round of 64,Roberto Bautista Agut,false,2.0,cluster_3,-0.74,9
65.0,47.0,Mikhail Youzhny,$2.442,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 64,Alexandr Dolgopolov,false,23.0,cluster_3,-0.03,4
74.0,28.0,John Isner,$3.600,Philipp Kohlschreiber,Aug 26 2013,US Open Slam,Round of 32,Philipp Kohlschreiber,false,6.0,cluster_2,0.01,2
74.0,40.0,Rafael Nadal,$14.400,Rafael Nadal,Aug 26 2013,US Open Slam,Round of 16,Philipp Kohlschreiber,false,16.0,cluster_2,-1.39,15
75.0,37.0,Milos Raonic,$3.114,Milos Raonic,Aug 26 2013,US Open Slam,Round of 32,Feliciano Lopez,false,70.0,cluster_3,0.04,1
54.0,28.0,Milos Raonic,$1.059,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,Novak Djokovic,false,20.0,cluster_2,0.34,7
72.0,46.0,Novak Djokovic,$13.683,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,Milos Raonic,false,78.0,cluster_3,0,0
58.0,34.0,Alexandr Dolgopolov,$1.550,Fernando Verdasco,Sep 13 2013,Davis Cup,Singles,Fernando Verdasco,false,29.0,cluster_0,1.01,9
66.0,42.0,Fernando Verdasco,$2.400,Fernando Verdasco,Sep 13 2013,Davis Cup,Singles,Alexandr Dolgopolov,false,9.0,cluster_3,-1.66,18
48.0,20.0,Roberto Bautista Agut,$1.453,Ernests Gulbis,Sep 16 2013,St. Petersburg,Q,Ernests Gulbis,false,44.0,cluster_0,0,0
67.0,43.0,Gilles Simon,$1.415,Gilles Simon,Sep 16 2013,Metz,F,Jo-Wilfried Tsonga,false,75.0,cluster_0,1.28,6
66.0,47.0,Novak Djokovic,$17.000,Novak Djokovic,Sep 16 2013,US Open Slam,Quarter Final,Mikhail Youzhny,false,29.0,cluster_2,-1.39,15
53,37,Gilles Simon,$1.373,Tomas Berdych,Sep 23 2013,Bangkok,S,Tomas Berdych,FALSE,45,cluster_3,0,0
56,29,Roberto Bautista Agut,$1.200,Tomas Berdych,Sep 23 2013,Bangkok,R16,Tomas Berdych,FALSE,47,cluster_2,0.1,1
51.0,29.0,Mikhail Youzhny,$1.680,Richard Gasquet,Sep 23 2013,Bangkok,Q,Richard Gasquet,false,33.0,cluster_0,3.19,33
71.0,38.0,Rafael Nadal,$12.500,Rafael Nadal,Sep 23 2013,US Open Slam,Semi Final,Richard Gasquet,false,35.0,cluster_3,-0.15,1
77.0,18.0,Tomas Berdych,$2.581,Milos Raonic,Sep 23 2013,Bangkok,F,Milos Raonic,false,74.0,cluster_1,0.04,3
78.0,32.0,Richard Gasquet,$2.067,Milos Raonic,Sep 23 2013,Bangkok,S,Milos Raonic,false,75.0,cluster_3,0.52,13
62.0,18.0,Feliciano Lopez,$1.506,Milos Raonic,Sep 23 2013,Bangkok,Q,Milos Raonic,false,76.0,cluster_4,2.24,17
70.0,43.0,Tomas Berdych,$5.448,Tomas Berdych,Sep 23 2013,Bangkok,R16,Roberto Bautista Agut,false,53.0,cluster_0,0.05,12
81.0,37.0,Milos Raonic,$2.834,Milos Raonic,Sep 23 2013,Bangkok,Q,Feliciano Lopez,false,24.0,cluster_3,-1.2,10
60,36,Kei Nishikori,$2.691,Nicolas Almagro,Sep 30 2013,Tokyo,Q,Nicolas Almagro,FALSE,66,cluster_4,-0.06,1
52,40,John Isner,$1.467,Tomas Berdych,Sep 30 2013,Beijing,Q,Tomas Berdych,FALSE,43,cluster_3,0,0
78.0,30.0,Milos Raonic,$1.724,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,Juan Martin Del Potro,false,51.0,cluster_4,-6.93889390391e-18,12
70.0,25.0,Nicolas Almagro,$1.300,Juan Martin Del Potro,Sep 30 2013,Tokyo,S,Juan Martin Del Potro,false,55.0,cluster_3,0.03,1
56.0,37.0,Alexandr Dolgopolov,$1.231,Juan Martin Del Potro,Sep 30 2013,Tokyo,Q,Juan Martin Del Potro,false,56.0,cluster_1,-0.01,10
77.0,43.0,Roberto Bautista Agut,$1.663,Roberto Bautista Agut,Sep 30 2013,Beijing,R32,Grigor Dimitrov,false,43.0,cluster_3,0.13,3
63.0,13.0,Rafael Nadal,$1.806,Novak Djokovic,Sep 30 2013,Beijing,F,Novak Djokovic,false,12.0,cluster_0,0.78,17
53.0,28.0,Richard Gasquet,$1.109,Novak Djokovic,Sep 30 2013,Beijing,S,Novak Djokovic,false,13.0,cluster_2,3.0,9
60.0,32.0,Fernando Verdasco,$1.054,Novak Djokovic,Sep 30 2013,Beijing,R16,Novak Djokovic,false,18.0,cluster_2,0.64,4
66.0,41.0,Richard Gasquet,$1.976,Richard Gasquet,Sep 30 2013,Beijing,Q,David Ferrer,false,26.0,cluster_1,0.35,9
58.0,33.0,David Ferrer,$1.958,Richard Gasquet,Sep 30 2013,Beijing,Q,Richard Gasquet,false,29.0,cluster_2,1.45,17
67.0,21.0,Milos Raonic,$1.875,Milos Raonic,Sep 30 2013,Bangkok,S,Richard Gasquet,false,32.0,cluster_4,0.65,15
64.0,43.0,Mikhail Youzhny,$1.527,Mikhail Youzhny,Sep 30 2013,US Open Slam,Round of 32,Tommy Haas,false,35.0,cluster_2,-0.06,22
54.0,41.0,Tommy Haas,$2.579,Lleyton Hewitt,Sep 30 2013,Beijing,R32,Lleyton Hewitt,false,21.0,cluster_4,-0.06,3
62.0,20.0,Roberto Bautista Agut,$1.521,John Isner,Sep 30 2013,Beijing,R16,John Isner,false,32.0,cluster_4,-0.06,4
42.0,47.0,Tomas Berdych,$1.265,Rafael Nadal,Sep 30 2013,Beijing,S,Rafael Nadal,false,24.0,cluster_1,2.52,16
52.0,44.0,Fabio Fognini,$1.065,Rafael Nadal,Sep 30 2013,Beijing,Q,Rafael Nadal,false,25.0,cluster_1,3.99,23
60.0,35.0,Philipp Kohlschreiber,$1.068,Rafael Nadal,Sep 30 2013,Beijing,R16,Rafael Nadal,false,26.0,cluster_2,1.14,10
47.0,33.0,Feliciano Lopez,$1.454,Kei Nishikori,Sep 30 2013,Tokyo,R16,Kei Nishikori,false,73.0,cluster_3,0.54,24
70.0,21.0,Juan Martin Del Potro,$2.289,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,Milos Raonic,false,68.0,cluster_1,1.66,14
59.0,14.0,Jeremy Chardy,$1.218,Milos Raonic,Sep 30 2013,Tokyo,R16,Milos Raonic,false,72.0,cluster_4,0.5,11
69.0,37.0,Stan Wawrinka,$5.132,Stan Wawrinka,Sep 30 2013,Beijing,R32,Andreas Seppi,false,33.0,cluster_0,-2.02,13
63.0,30.0,Gael Monfils,$1.543,Jo-Wilfried Tsonga,Sep 30 2013,Tokyo,R32,Jo-Wilfried Tsonga,false,74.0,cluster_1,0.01,3
62.0,30.0,Andreas Seppi,$1.216,Stan Wawrinka,Sep 30 2013,Beijing,R32,Stan Wawrinka,false,61.0,cluster_2,1.6,14
70.0,48.0,Richard Gasquet,$2.370,Richard Gasquet,Sep 30 2013,Bangkok,Q,Mikhail Youzhny,false,24.0,cluster_2,0.56,41
56.0,22.0,Grigor Dimitrov,$2.407,Roberto Bautista Agut,Sep 30 2013,Beijing,R32,Roberto Bautista Agut,false,62.0,cluster_4,-0.12,2
79.0,37.0,John Isner,$2.781,John Isner,Sep 30 2013,Beijing,R16,Roberto Bautista Agut,false,63.0,cluster_0,-0.59,18
62.0,43.0,Juan Martin Del Potro,$4.879,Juan Martin Del Potro,Sep 30 2013,Tokyo,Q,Alexandr Dolgopolov,false,13.0,cluster_3,0.52,7
38.0,39.0,Lleyton Hewitt,$2.880,Fabio Fognini,Sep 30 2013,Beijing,R16,Fabio Fognini,false,8.0,cluster_3,0.25,2
55.0,47.0,Rafael Nadal,$12.872,Rafael Nadal,Sep 30 2013,Beijing,Q,Fabio Fognini,false,28.0,cluster_1,-1.51,21
53.0,40.0,Tommy Robredo,$2.983,Fabio Fognini,Sep 30 2013,Beijing,R32,Fabio Fognini,false,73.0,cluster_3,0.56,5
64.0,39.0,Rafael Nadal,$12.462,Rafael Nadal,Sep 30 2013,Beijing,R16,Philipp Kohlschreiber,false,46.0,cluster_0,-1.22,8
66.0,52.0,Kei Nishikori,$3.036,Kei Nishikori,Sep 30 2013,Tokyo,R16,Feliciano Lopez,false,27.0,cluster_4,-0.98,26
56.0,32.0,Jo-Wilfried Tsonga,$3.222,Gilles Simon,Sep 30 2013,Metz,F,Gilles Simon,false,46.0,cluster_2,-1.69,13
70,26,Tomas Berdych,$3.334,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Nicolas Almagro,FALSE,57,cluster_1,-0.83,16
62,21,Jeremy Chardy,$1.417,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Nicolas Almagro,FALSE,61,cluster_2,0.09,3
75,29,Juan Martin Del Potro,$4.033,Juan Martin Del Potro,Oct 6 2013,Tokyo,S,Nicolas Almagro,FALSE,63,cluster_1,-0.17,4
73,29,Nicolas Almagro,$1.395,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Tomas Berdych,FALSE,41,cluster_1,0,0
62,20,Feliciano Lopez,$1.491,Tomas Berdych,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Tomas Berdych,FALSE,42,cluster_2,0.23,2
78,37,Nicolas Almagro,$3.212,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Jeremy Chardy,FALSE,64,cluster_1,0,0
71.0,38.0,Novak Djokovic,$3.431,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,F,Juan Martin Del Potro,false,46.0,cluster_4,-1.01,24
56.0,33.0,Rafael Nadal,$3.814,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Juan Martin Del Potro,false,47.0,cluster_0,-0.82,13
59.0,24.0,Nicolas Almagro,$1.459,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Juan Martin Del Potro,false,48.0,cluster_2,0.21,7
65.0,29.0,Philipp Kohlschreiber,$1.259,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Juan Martin Del Potro,false,50.0,cluster_3,-0.08,3
70.0,41.0,Kei Nishikori,$2.269,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Grigor Dimitrov,false,42.0,cluster_3,-0.25,1
48.0,35.0,Jo-Wilfried Tsonga,$1.189,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Novak Djokovic,false,71.0,cluster_1,0.72,5
59.0,30.0,Gael Monfils,$1.093,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Novak Djokovic,false,72.0,cluster_2,0.37,1
55.0,21.0,Fabio Fognini,$1.085,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Novak Djokovic,false,75.0,cluster_0,3.74,11
58.0,34.0,Andreas Seppi,$1.182,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Roger Federer,false,1.0,cluster_1,0.24,5
71.0,46.0,Novak Djokovic,$8.672,Novak Djokovic,Oct 6 2013,Beijing,S,Richard Gasquet,false,28.0,cluster_1,-0.24,2
58.0,45.0,Lleyton Hewitt,$1.589,Lleyton Hewitt,Oct 6 2013,Beijing,R32,Tommy Haas,false,34.0,cluster_2,0.37,2
72.0,47.0,Andreas Seppi,$1.636,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Lleyton Hewitt,false,20.0,cluster_2,-0.01,4
66.0,43.0,Juan Martin Del Potro,$1.325,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Rafael Nadal,false,14.0,cluster_3,1.15,7
63.0,27.0,Stan Wawrinka,$1.206,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Rafael Nadal,false,19.0,cluster_0,5.21,26
60.0,22.0,Alexandr Dolgopolov,$1.116,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Rafael Nadal,false,21.0,cluster_0,0.09,1
58.0,29.0,Grigor Dimitrov,$1.735,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Kei Nishikori,false,68.0,cluster_2,0.21,2
63.0,39.0,Nicolas Almagro,$1.550,Nicolas Almagro,Oct 6 2013,Tokyo,Q,Kei Nishikori,false,72.0,cluster_4,0,0
80.0,25.0,Stan Wawrinka,$1.875,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Milos Raonic,false,61.0,cluster_1,-0.21,1
72.0,27.0,Fernando Verdasco,$1.466,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Milos Raonic,false,62.0,cluster_1,1.31,19
65.0,41.0,Roger Federer,$5.857,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Andreas Seppi,false,31.0,cluster_0,-0.43,3
52.0,28.0,Lleyton Hewitt,$2.465,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Andreas Seppi,false,32.0,cluster_2,-0.05,1
53.0,21.0,Kei Nishikori,$1.671,Jo-Wilfried Tsonga,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Jo-Wilfried Tsonga,false,71.0,cluster_2,0,0
67.0,39.0,Novak Djokovic,$14.612,Novak Djokovic,Oct 6 2013,Beijing,R16,Fernando Verdasco,false,26.0,cluster_3,-0.08,1
72.0,36.0,Rafael Nadal,$5.327,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Stan Wawrinka,false,55.0,cluster_3,-0.08,8
74.0,19.0,Milos Raonic,$2.067,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Stan Wawrinka,false,56.0,cluster_0,0.07,3
64.0,25.0,Kevin Anderson,$1.397,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Stan Wawrinka,false,59.0,cluster_0,0.18,2
77.0,39.0,Rafael Nadal,$8.289,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Alexandr Dolgopolov,false,16.0,cluster_2,-0.39,2
57.0,32.0,Tommy Robredo,$2.350,Fabio Fognini,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Fabio Fognini,false,34.0,cluster_2,0.97,13
78.0,44.0,Novak Djokovic,$10.460,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Fabio Fognini,false,35.0,cluster_0,-2.06,12
70.0,34.0,Juan Martin Del Potro,$4.493,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Philipp Kohlschreiber,false,54.0,cluster_0,-0.01,3
79.0,37.0,Tomas Berdych,$2.889,Tomas Berdych,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Feliciano Lopez,false,31.0,cluster_3,-0.26,3
62.0,46.0,Tomas Berdych,$3.467,Tomas Berdych,Oct 6 2013,Bangkok,S,Gilles Simon,false,32.0,cluster_3,1.25,12
74,35,Stan Wawrinka,$3.323,Stan Wawrinka,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Kevin Anderson,FALSE,53,cluster_1,-0.22,2
64,34,Ernests Gulbis,$3.911,Ernests Gulbis,Oct 14 2013,Stockholm,R32,Jeremy Chardy,FALSE,61,cluster_3,-0.15,1
60.0,40.0,David Ferrer,$2.480,Grigor Dimitrov,Oct 14 2013,Stockholm,F,Grigor Dimitrov,false,37.0,cluster_1,-0.03,1
59.0,39.0,Grigor Dimitrov,$1.629,Grigor Dimitrov,Oct 14 2013,Stockholm,F,David Ferrer,false,14.0,cluster_3,-0.16,1
53.0,33.0,Ernests Gulbis,$1.958,David Ferrer,Oct 14 2013,Stockholm,S,David Ferrer,false,19.0,cluster_3,0,0
66.0,46.0,David Ferrer,$1.976,David Ferrer,Oct 14 2013,Stockholm,S,Ernests Gulbis,false,38.0,cluster_1,0,0
